Plats,År,Plac,Klass,#,Namn,Klubb,Varv,Tid,Varv 1,Varv 2,Varv 3,Varv 4,Varv 5,Varv 6,Varv 7,Varv 8,Varv 9,Varv 10,Varv 11,Varv 1_Datetime,Varv 2_Datetime,Varv 3_Datetime,Varv 4_Datetime,Varv 5_Datetime,Varv 6_Datetime,Varv 7_Datetime,Varv 8_Datetime,Varv 9_Datetime,Varv 10_Datetime,Varv 11_Datetime
Falköpings MK,2023.0,99.0,Motion 50-59,639.0,Michael Rehn,Timrå EK,6.0,01:22.4,6:13.6,23:39.2,22:45.3,22:31.1,23:11.0,23:01.9,,,,,,1900-01-01 00:06:13.600,1900-01-01 00:23:39.200,1900-01-01 00:22:45.300,1900-01-01 00:22:31.100,1900-01-01 00:23:11.000,1900-01-01 00:23:01.900,,,,,
Falköpings MK,2023.0,100.0,Motion 50-59,6033.0,Peter Stjernström,SMK Södermanland,6.0,01:30.7,6:22.2,23:33.5,22:44.9,22:36.0,23:17.2,22:56.8,,,,,,1900-01-01 00:06:22.200,1900-01-01 00:23:33.500,1900-01-01 00:22:44.900,1900-01-01 00:22:36.000,1900-01-01 00:23:17.200,1900-01-01 00:22:56.800,,,,,
Falköpings MK,2023.0,101.0,Motion 30-39,471.0,Anton Rollborn,Djursdala SK,6.0,01:36.3,3:27.7,25:12.1,23:23.6,22:58.9,23:40.3,22:53.4,,,,,,1900-01-01 00:03:27.700,1900-01-01 00:25:12.100,1900-01-01 00:23:23.600,1900-01-01 00:22:58.900,1900-01-01 00:23:40.300,1900-01-01 00:22:53.400,,,,,
Falköpings MK,2023.0,102.0,Motion 50-59,665.0,Henrik Andersen,Östhammars MK,6.0,01:46.6,6:18.1,23:09.9,22:56.1,22:33.5,24:01.2,22:47.6,,,,,,1900-01-01 00:06:18.100,1900-01-01 00:23:09.900,1900-01-01 00:22:56.100,1900-01-01 00:22:33.500,1900-01-01 00:24:01.200,1900-01-01 00:22:47.600,,,,,
Falköpings MK,2023.0,103.0,Motion 40-49,553.0,Anton Gustavsson,Mariestads EK,6.0,02:00.5,4:57.3,23:59.3,22:40.3,23:17.0,24:05.9,23:00.4,,,,,,1900-01-01 00:04:57.300,1900-01-01 00:23:59.300,1900-01-01 00:22:40.300,1900-01-01 00:23:17.000,1900-01-01 00:24:05.900,1900-01-01 00:23:00.400,,,,,
Falköpings MK,2023.0,104.0,Motion 40-49,524.0,Henrik Lindström,FMCK Borås,6.0,02:07.4,4:39.8,23:15.3,23:24.8,24:10.8,23:22.3,23:14.3,,,,,,1900-01-01 00:04:39.800,1900-01-01 00:23:15.300,1900-01-01 00:23:24.800,1900-01-01 00:24:10.800,1900-01-01 00:23:22.300,1900-01-01 00:23:14.300,,,,,
Falköpings MK,2023.0,105.0,Motion 30-39,434.0,Christer Strand,Tibro MK,6.0,02:18.5,3:39.7,23:22.1,23:24.8,22:46.5,25:25.2,23:40.0,,,,,,1900-01-01 00:03:39.700,1900-01-01 00:23:22.100,1900-01-01 00:23:24.800,1900-01-01 00:22:46.500,1900-01-01 00:25:25.200,1900-01-01 00:23:40.000,,,,,
Falköpings MK,2023.0,106.0,Motion 16-29,328.0,Arvid Siggesson,Tibro MK,6.0,02:28.6,2:14.6,23:30.5,22:47.3,22:54.3,27:17.9,23:43.7,,,,,,1900-01-01 00:02:14.600,1900-01-01 00:23:30.500,1900-01-01 00:22:47.300,1900-01-01 00:22:54.300,1900-01-01 00:27:17.900,1900-01-01 00:23:43.700,,,,,
Falköpings MK,2023.0,107.0,Motion 50-59,637.0,Johan Andersson,Göta MS,6.0,02:37.9,6:29.6,23:25.3,23:29.0,22:56.6,22:55.7,23:21.5,,,,,,1900-01-01 00:06:29.600,1900-01-01 00:23:25.300,1900-01-01 00:23:29.000,1900-01-01 00:22:56.600,1900-01-01 00:22:55.700,1900-01-01 00:23:21.500,,,,,
Falköpings MK,2023.0,108.0,Motion 16-29,321.0,Ludwig Eriksson,MK Nitro,6.0,03:02.2,2:20.4,22:59.5,22:53.0,22:54.5,28:32.7,23:22.0,,,,,,1900-01-01 00:02:20.400,1900-01-01 00:22:59.500,1900-01-01 00:22:53.000,1900-01-01 00:22:54.500,1900-01-01 00:28:32.700,1900-01-01 00:23:22.000,,,,,
Falköpings MK,2023.0,109.0,Motion 16-29,351.0,Jacob Backman,FMCK Falun,6.0,03:37.4,2:24.3,23:37.7,24:22.9,24:38.3,24:06.0,24:28.0,,,,,,1900-01-01 00:02:24.300,1900-01-01 00:23:37.700,1900-01-01 00:24:22.900,1900-01-01 00:24:38.300,1900-01-01 00:24:06.000,1900-01-01 00:24:28.000,,,,,
Falköpings MK,2023.0,110.0,Motion 30-39,4717.0,Kristian Broström,Botkyrka MK,6.0,04:35.1,6:34.6,23:19.0,23:42.3,23:24.2,23:08.9,24:25.8,,,,,,1900-01-01 00:06:34.600,1900-01-01 00:23:19.000,1900-01-01 00:23:42.300,1900-01-01 00:23:24.200,1900-01-01 00:23:08.900,1900-01-01 00:24:25.800,,,,,
Falköpings MK,2023.0,111.0,Motion 40-49,535.0,Stefan Johansson,Falköpings MK,6.0,04:46.2,5:04.5,25:53.1,23:06.3,23:15.5,23:47.5,23:39.1,,,,,,1900-01-01 00:05:04.500,1900-01-01 00:25:53.100,1900-01-01 00:23:06.300,1900-01-01 00:23:15.500,1900-01-01 00:23:47.500,1900-01-01 00:23:39.100,,,,,
Falköpings MK,2023.0,112.0,Motion 50-59,628.0,Marcus Ljung,SMK Trollhättan,6.0,04:55.1,6:24.0,23:12.6,23:32.5,23:38.5,23:41.4,24:25.9,,,,,,1900-01-01 00:06:24.000,1900-01-01 00:23:12.600,1900-01-01 00:23:32.500,1900-01-01 00:23:38.500,1900-01-01 00:23:41.400,1900-01-01 00:24:25.900,,,,,
Falköpings MK,2023.0,113.0,Motion 50-59,675.0,Benny Andersson,Kullings MS,6.0,05:03.0,6:22.5,23:37.7,23:30.5,23:17.7,23:41.4,24:32.9,,,,,,1900-01-01 00:06:22.500,1900-01-01 00:23:37.700,1900-01-01 00:23:30.500,1900-01-01 00:23:17.700,1900-01-01 00:23:41.400,1900-01-01 00:24:32.900,,,,,
Falköpings MK,2023.0,114.0,Motion 30-39,426.0,Gösta Sundborg,Battle of Vikings Sportförening,6.0,05:05.5,3:41.2,23:56.8,24:23.1,23:59.0,24:47.1,24:18.0,,,,,,1900-01-01 00:03:41.200,1900-01-01 00:23:56.800,1900-01-01 00:24:23.100,1900-01-01 00:23:59.000,1900-01-01 00:24:47.100,1900-01-01 00:24:18.000,,,,,
Falköpings MK,2023.0,115.0,Motion 40-49,529.0,Lee Fryer,Helsingborgs MCK,6.0,05:17.3,4:55.6,24:28.5,24:11.3,23:41.5,23:48.8,24:11.4,,,,,,1900-01-01 00:04:55.600,1900-01-01 00:24:28.500,1900-01-01 00:24:11.300,1900-01-01 00:23:41.500,1900-01-01 00:23:48.800,1900-01-01 00:24:11.400,,,,,
Falköpings MK,2023.0,116.0,Motion 30-39,497.0,Christian Kurist,Falköpings MK,6.0,05:23.2,3:35.7,24:24.7,24:17.7,24:24.8,24:21.2,24:18.9,,,,,,1900-01-01 00:03:35.700,1900-01-01 00:24:24.700,1900-01-01 00:24:17.700,1900-01-01 00:24:24.800,1900-01-01 00:24:21.200,1900-01-01 00:24:18.900,,,,,
Falköpings MK,2023.0,117.0,Motion 30-39,407.0,Per Johansson,SMK Södermanland,6.0,05:25.4,3:36.2,23:16.5,23:07.6,24:33.0,23:43.4,27:08.4,,,,,,1900-01-01 00:03:36.200,1900-01-01 00:23:16.500,1900-01-01 00:23:07.600,1900-01-01 00:24:33.000,1900-01-01 00:23:43.400,1900-01-01 00:27:08.400,,,,,
Falköpings MK,2023.0,118.0,Motion 16-29,325.0,Anton Isaksson,Götene MK,6.0,05:44.4,2:27.1,24:40.8,24:03.2,24:34.4,24:29.9,25:28.7,,,,,,1900-01-01 00:02:27.100,1900-01-01 00:24:40.800,1900-01-01 00:24:03.200,1900-01-01 00:24:34.400,1900-01-01 00:24:29.900,1900-01-01 00:25:28.700,,,,,
Falköpings MK,2023.0,119.0,Motion 40-49,509.0,Olle Rodéhn,Storfors MK,6.0,05:45.6,5:01.0,24:41.1,24:12.8,23:32.1,24:09.9,24:08.4,,,,,,1900-01-01 00:05:01.000,1900-01-01 00:24:41.100,1900-01-01 00:24:12.800,1900-01-01 00:23:32.100,1900-01-01 00:24:09.900,1900-01-01 00:24:08.400,,,,,
Falköpings MK,2023.0,120.0,Motion 50-59,6178.0,Magnus Björkman,SMK Kolmården,6.0,05:48.5,6:03.6,22:50.6,23:07.2,24:58.0,24:29.3,24:19.6,,,,,,1900-01-01 00:06:03.600,1900-01-01 00:22:50.600,1900-01-01 00:23:07.200,1900-01-01 00:24:58.000,1900-01-01 00:24:29.300,1900-01-01 00:24:19.600,,,,,
Falköpings MK,2023.0,121.0,Motion 50-59,6273.0,Jan-Eric Höög,Skene MS,6.0,05:57.0,6:23.1,23:29.0,23:38.2,24:53.8,23:31.9,24:00.8,,,,,,1900-01-01 00:06:23.100,1900-01-01 00:23:29.000,1900-01-01 00:23:38.200,1900-01-01 00:24:53.800,1900-01-01 00:23:31.900,1900-01-01 00:24:00.800,,,,,
Falköpings MK,2023.0,122.0,Motion 40-49,562.0,Jacob Lundholm,Hedeland MK,6.0,06:09.3,5:09.5,23:42.9,23:43.2,24:02.5,25:05.2,24:25.7,,,,,,1900-01-01 00:05:09.500,1900-01-01 00:23:42.900,1900-01-01 00:23:43.200,1900-01-01 00:24:02.500,1900-01-01 00:25:05.200,1900-01-01 00:24:25.700,,,,,
Falköpings MK,2023.0,123.0,Motion 30-39,445.0,Fredrik Hesselgren,Norrahammars MK,6.0,06:21.2,3:38.8,24:04.7,23:59.3,24:11.9,26:08.8,24:17.5,,,,,,1900-01-01 00:03:38.800,1900-01-01 00:24:04.700,1900-01-01 00:23:59.300,1900-01-01 00:24:11.900,1900-01-01 00:26:08.800,1900-01-01 00:24:17.500,,,,,
Falköpings MK,2023.0,124.0,Motion 40-49,507.0,Daniel Andersson,Götene MK,6.0,06:40.1,5:00.0,24:34.0,24:04.4,23:31.7,24:24.9,25:04.8,,,,,,1900-01-01 00:05:00.000,1900-01-01 00:24:34.000,1900-01-01 00:24:04.400,1900-01-01 00:23:31.700,1900-01-01 00:24:24.900,1900-01-01 00:25:04.800,,,,,
Falköpings MK,2023.0,125.0,Motion 50-59,677.0,Stefan Eriksson,FMCK Hässleholm,6.0,07:03.0,6:12.7,24:36.2,23:35.9,23:51.8,23:48.5,24:57.7,,,,,,1900-01-01 00:06:12.700,1900-01-01 00:24:36.200,1900-01-01 00:23:35.900,1900-01-01 00:23:51.800,1900-01-01 00:23:48.500,1900-01-01 00:24:57.700,,,,,
Falköpings MK,2023.0,126.0,Motion 30-39,423.0,Rikard Sundström,Götene MK,6.0,07:23.5,3:21.2,23:44.9,24:38.3,29:31.6,23:05.5,23:01.8,,,,,,1900-01-01 00:03:21.200,1900-01-01 00:23:44.900,1900-01-01 00:24:38.300,1900-01-01 00:29:31.600,1900-01-01 00:23:05.500,1900-01-01 00:23:01.800,,,,,
Falköpings MK,2023.0,127.0,Motion 30-39,416.0,Daniel Johansson,Karlskoga EK,6.0,07:46.4,3:44.8,24:28.1,26:59.0,23:39.6,23:40.6,25:14.0,,,,,,1900-01-01 00:03:44.800,1900-01-01 00:24:28.100,1900-01-01 00:26:59.000,1900-01-01 00:23:39.600,1900-01-01 00:23:40.600,1900-01-01 00:25:14.000,,,,,
Falköpings MK,2023.0,128.0,Motion Dam,809.0,Johanna Blom,Botkyrka MK,6.0,08:14.7,7:28.2,23:39.2,23:59.4,23:56.9,24:29.0,24:41.8,,,,,,1900-01-01 00:07:28.200,1900-01-01 00:23:39.200,1900-01-01 00:23:59.400,1900-01-01 00:23:56.900,1900-01-01 00:24:29.000,1900-01-01 00:24:41.800,,,,,
Falköpings MK,2023.0,129.0,Motion 50-59,647.0,Joakim Bröms,Mälarö MCK,6.0,08:23.2,6:20.2,23:52.9,24:31.5,24:36.2,24:59.9,24:02.3,,,,,,1900-01-01 00:06:20.200,1900-01-01 00:23:52.900,1900-01-01 00:24:31.500,1900-01-01 00:24:36.200,1900-01-01 00:24:59.900,1900-01-01 00:24:02.300,,,,,
Falköpings MK,2023.0,130.0,Motion 50-59,659.0,Fredrik Langvall,Skene MS,6.0,08:31.4,6:28.0,23:21.4,23:39.5,26:54.7,23:57.7,24:09.8,,,,,,1900-01-01 00:06:28.000,1900-01-01 00:23:21.400,1900-01-01 00:23:39.500,1900-01-01 00:26:54.700,1900-01-01 00:23:57.700,1900-01-01 00:24:09.800,,,,,
Falköpings MK,2023.0,131.0,Motion 50-59,695.0,Lars Nilsson,BMK Uddevalla,6.0,08:34.7,6:30.7,23:55.8,24:31.5,24:23.5,24:53.1,24:19.9,,,,,,1900-01-01 00:06:30.700,1900-01-01 00:23:55.800,1900-01-01 00:24:31.500,1900-01-01 00:24:23.500,1900-01-01 00:24:53.100,1900-01-01 00:24:19.900,,,,,
Falköpings MK,2023.0,132.0,Motion 60+,750.0,Tommy Berndtsson,SMK Trollhättan,6.0,08:40.6,7:20.9,24:11.2,24:05.7,24:48.1,24:04.9,24:09.6,,,,,,1900-01-01 00:07:20.900,1900-01-01 00:24:11.200,1900-01-01 00:24:05.700,1900-01-01 00:24:48.100,1900-01-01 00:24:04.900,1900-01-01 00:24:09.600,,,,,
Falköpings MK,2023.0,133.0,Motion 60+,726.0,Torbjörn Andersson,MSK Skinnskatteberg,6.0,08:49.2,7:26.9,24:59.8,24:03.6,24:02.3,24:12.7,24:03.6,,,,,,1900-01-01 00:07:26.900,1900-01-01 00:24:59.800,1900-01-01 00:24:03.600,1900-01-01 00:24:02.300,1900-01-01 00:24:12.700,1900-01-01 00:24:03.600,,,,,
Falköpings MK,2023.0,134.0,Motion 40-49,591.0,Henrik Camitz,Grängesbergs MS,6.0,09:40.1,4:56.3,23:49.3,24:41.7,24:53.5,25:35.0,25:44.1,,,,,,1900-01-01 00:04:56.300,1900-01-01 00:23:49.300,1900-01-01 00:24:41.700,1900-01-01 00:24:53.500,1900-01-01 00:25:35.000,1900-01-01 00:25:44.100,,,,,
Falköpings MK,2023.0,135.0,Motion 40-49,514.0,Erik Hedstad,Göta MS,6.0,10:07.2,5:12.2,24:38.4,24:32.8,24:50.8,25:13.7,25:39.1,,,,,,1900-01-01 00:05:12.200,1900-01-01 00:24:38.400,1900-01-01 00:24:32.800,1900-01-01 00:24:50.800,1900-01-01 00:25:13.700,1900-01-01 00:25:39.100,,,,,
Falköpings MK,2023.0,136.0,Motion 50-59,689.0,Magnus Fröberg,FMCK Stockholm,6.0,10:36.9,6:28.7,25:44.8,24:23.1,24:41.1,24:53.6,24:25.3,,,,,,1900-01-01 00:06:28.700,1900-01-01 00:25:44.800,1900-01-01 00:24:23.100,1900-01-01 00:24:41.100,1900-01-01 00:24:53.600,1900-01-01 00:24:25.300,,,,,
Falköpings MK,2023.0,137.0,Motion 40-49,538.0,Marcus Näs,SMK Dala Falun,6.0,10:55.4,4:59.4,24:48.8,24:27.5,24:46.9,25:10.3,26:42.3,,,,,,1900-01-01 00:04:59.400,1900-01-01 00:24:48.800,1900-01-01 00:24:27.500,1900-01-01 00:24:46.900,1900-01-01 00:25:10.300,1900-01-01 00:26:42.300,,,,,
Falköpings MK,2023.0,138.0,Motion 50-59,604.0,Johan Eklund,Upplands Väsby MK,6.0,11:13.9,6:26.0,24:48.6,24:05.3,25:03.1,25:34.8,25:15.8,,,,,,1900-01-01 00:06:26.000,1900-01-01 00:24:48.600,1900-01-01 00:24:05.300,1900-01-01 00:25:03.100,1900-01-01 00:25:34.800,1900-01-01 00:25:15.800,,,,,
Falköpings MK,2023.0,139.0,Motion 40-49,599.0,Joakim Nystedt,Gnesta MK,6.0,11:42.6,5:01.6,24:49.9,25:08.5,25:48.5,25:26.4,25:27.5,,,,,,1900-01-01 00:05:01.600,1900-01-01 00:24:49.900,1900-01-01 00:25:08.500,1900-01-01 00:25:48.500,1900-01-01 00:25:26.400,1900-01-01 00:25:27.500,,,,,
Falköpings MK,2023.0,140.0,Motion 40-49,576.0,Andreas Lambert Melander,Lilla Edets MCK,6.0,11:51.7,5:02.4,24:48.6,24:42.5,24:27.6,27:51.3,24:59.0,,,,,,1900-01-01 00:05:02.400,1900-01-01 00:24:48.600,1900-01-01 00:24:42.500,1900-01-01 00:24:27.600,1900-01-01 00:27:51.300,1900-01-01 00:24:59.000,,,,,
Falköpings MK,2023.0,141.0,Motion 50-59,622.0,Anders Edin,Falköpings MK,6.0,13:42.0,6:21.7,24:34.6,24:30.4,24:55.4,25:47.3,27:32.4,,,,,,1900-01-01 00:06:21.700,1900-01-01 00:24:34.600,1900-01-01 00:24:30.400,1900-01-01 00:24:55.400,1900-01-01 00:25:47.300,1900-01-01 00:27:32.400,,,,,
Falköpings MK,2023.0,142.0,Motion 40-49,527.0,Johan Alexandersson,Götene MK,6.0,14:05.7,4:48.8,24:44.1,24:23.3,28:43.3,25:30.8,25:55.2,,,,,,1900-01-01 00:04:48.800,1900-01-01 00:24:44.100,1900-01-01 00:24:23.300,1900-01-01 00:28:43.300,1900-01-01 00:25:30.800,1900-01-01 00:25:55.200,,,,,
Falköpings MK,2023.0,143.0,Motion 60+,712.0,Asbjørn Sletholt,Flittig motocross & ATV,6.0,15:14.9,7:29.3,24:06.0,24:31.4,26:01.4,26:16.5,26:49.9,,,,,,1900-01-01 00:07:29.300,1900-01-01 00:24:06.000,1900-01-01 00:24:31.400,1900-01-01 00:26:01.400,1900-01-01 00:26:16.500,1900-01-01 00:26:49.900,,,,,
Falköpings MK,2023.0,144.0,Motion 50-59,674.0,Conny Rask,SMK Södermanland,6.0,16:15.5,6:27.4,28:18.9,25:18.6,25:30.6,25:26.6,25:13.1,,,,,,1900-01-01 00:06:27.400,1900-01-01 00:28:18.900,1900-01-01 00:25:18.600,1900-01-01 00:25:30.600,1900-01-01 00:25:26.600,1900-01-01 00:25:13.100,,,,,
Falköpings MK,2023.0,145.0,Motion 50-59,6001.0,Fredrik Sjöstedt,Norrahammars MK,6.0,16:40.1,6:31.4,28:12.1,25:39.2,25:16.4,25:17.8,25:42.9,,,,,,1900-01-01 00:06:31.400,1900-01-01 00:28:12.100,1900-01-01 00:25:39.200,1900-01-01 00:25:16.400,1900-01-01 00:25:17.800,1900-01-01 00:25:42.900,,,,,
Falköpings MK,2023.0,146.0,Motion 50-59,6004.0,Roger Wallgren,FMCK Skövde,6.0,17:08.7,6:37.9,24:04.1,24:47.7,25:57.5,28:48.8,26:52.4,,,,,,1900-01-01 00:06:37.900,1900-01-01 00:24:04.100,1900-01-01 00:24:47.700,1900-01-01 00:25:57.500,1900-01-01 00:28:48.800,1900-01-01 00:26:52.400,,,,,
Falköpings MK,2023.0,147.0,Motion 30-39,417.0,Andreas Loponen,SMK Motala MC-Klubb,6.0,17:19.6,3:46.0,27:34.0,24:57.4,25:20.1,25:50.0,29:51.8,,,,,,1900-01-01 00:03:46.000,1900-01-01 00:27:34.000,1900-01-01 00:24:57.400,1900-01-01 00:25:20.100,1900-01-01 00:25:50.000,1900-01-01 00:29:51.800,,,,,
Falköpings MK,2023.0,148.0,Motion 16-29,395.0,Alexander Hagelin,FMCK Stockholm,6.0,17:49.0,2:34.3,26:03.9,26:50.8,27:17.5,27:24.4,27:37.8,,,,,,1900-01-01 00:02:34.300,1900-01-01 00:26:03.900,1900-01-01 00:26:50.800,1900-01-01 00:27:17.500,1900-01-01 00:27:24.400,1900-01-01 00:27:37.800,,,,,
Falköpings MK,2023.0,149.0,Motion 16-29,313.0,Viktor Andersson,Mariestads EK,6.0,17:55.9,2:31.8,27:17.8,26:10.6,26:25.4,27:15.9,28:14.0,,,,,,1900-01-01 00:02:31.800,1900-01-01 00:27:17.800,1900-01-01 00:26:10.600,1900-01-01 00:26:25.400,1900-01-01 00:27:15.900,1900-01-01 00:28:14.000,,,,,
Falköpings MK,2023.0,150.0,Motion Dam,804.0,Hanna Rylander Ericson,Botkyrka MK,6.0,18:00.9,7:33.7,25:49.3,25:25.6,26:50.7,26:04.0,26:17.4,,,,,,1900-01-01 00:07:33.700,1900-01-01 00:25:49.300,1900-01-01 00:25:25.600,1900-01-01 00:26:50.700,1900-01-01 00:26:04.000,1900-01-01 00:26:17.400,,,,,
Falköpings MK,2023.0,151.0,Motion 50-59,641.0,Kenneth Backman,FMCK Falun,6.0,19:44.1,6:39.4,27:21.5,25:13.7,26:36.9,26:26.6,27:25.7,,,,,,1900-01-01 00:06:39.400,1900-01-01 00:27:21.500,1900-01-01 00:25:13.700,1900-01-01 00:26:36.900,1900-01-01 00:26:26.600,1900-01-01 00:27:25.700,,,,,
Falköpings MK,2023.0,152.0,Motion 40-49,584.0,Marcus Torstensson,MCK Hallandia,6.0,22:22.8,5:11.7,31:14.0,26:09.3,26:07.8,26:14.9,27:24.8,,,,,,1900-01-01 00:05:11.700,1900-01-01 00:31:14.000,1900-01-01 00:26:09.300,1900-01-01 00:26:07.800,1900-01-01 00:26:14.900,1900-01-01 00:27:24.800,,,,,
Falköpings MK,2023.0,153.0,Motion 50-59,696.0,Stefan Hjelm,Åbågen MCK,6.0,22:51.5,6:39.2,26:47.0,25:37.3,25:27.1,27:35.3,30:45.3,,,,,,1900-01-01 00:06:39.200,1900-01-01 00:26:47.000,1900-01-01 00:25:37.300,1900-01-01 00:25:27.100,1900-01-01 00:27:35.300,1900-01-01 00:30:45.300,,,,,
Falköpings MK,2023.0,154.0,Motion 40-49,539.0,Daniel Rålin,FMCK Strängnäs,6.0,23:12.2,5:03.7,26:53.0,28:17.7,26:48.5,26:29.9,29:39.2,,,,,,1900-01-01 00:05:03.700,1900-01-01 00:26:53.000,1900-01-01 00:28:17.700,1900-01-01 00:26:48.500,1900-01-01 00:26:29.900,1900-01-01 00:29:39.200,,,,,
Falköpings MK,2023.0,155.0,Motion Dam,811.0,Cornelia Lindblad,SMK Södermanland,6.0,23:56.8,7:41.0,26:39.7,25:42.3,28:21.2,27:57.9,27:34.4,,,,,,1900-01-01 00:07:41.000,1900-01-01 00:26:39.700,1900-01-01 00:25:42.300,1900-01-01 00:28:21.200,1900-01-01 00:27:57.900,1900-01-01 00:27:34.400,,,,,
Falköpings MK,2023.0,156.0,Motion 50-59,619.0,Jonas Nilsson,Helsingborgs MCK,6.0,23:59.3,6:35.1,28:07.5,26:00.6,26:56.2,27:16.9,29:02.8,,,,,,1900-01-01 00:06:35.100,1900-01-01 00:28:07.500,1900-01-01 00:26:00.600,1900-01-01 00:26:56.200,1900-01-01 00:27:16.900,1900-01-01 00:29:02.800,,,,,
Falköpings MK,2023.0,157.0,Motion Dam,813.0,Ida Larsson,Hallsbergs MK,6.0,28:26.4,8:32.5,25:48.8,25:24.3,28:21.0,31:30.6,28:49.0,,,,,,1900-01-01 00:08:32.500,1900-01-01 00:25:48.800,1900-01-01 00:25:24.300,1900-01-01 00:28:21.000,1900-01-01 00:31:30.600,1900-01-01 00:28:49.000,,,,,
Falköpings MK,2023.0,158.0,Motion 40-49,563.0,Patrik Anehagen,Norrahammars MK,5.0,32:42.3,4:29.7,21:35.5,22:03.8,21:48.5,22:44.5,,,,,,,1900-01-01 00:04:29.700,1900-01-01 00:21:35.500,1900-01-01 00:22:03.800,1900-01-01 00:21:48.500,1900-01-01 00:22:44.500,,,,,,
Falköpings MK,2023.0,159.0,Motion 50-59,682.0,Jonas Strand,Uppsala MCK,5.0,33:46.4,5:51.8,21:58.5,21:41.5,22:09.7,22:04.7,,,,,,,1900-01-01 00:05:51.800,1900-01-01 00:21:58.500,1900-01-01 00:21:41.500,1900-01-01 00:22:09.700,1900-01-01 00:22:04.700,,,,,,
Falköpings MK,2023.0,160.0,Motion 16-29,331.0,Pontus Holm,Vimmerby MS,5.0,34:18.8,2:19.0,21:48.8,22:20.2,22:58.1,24:52.5,,,,,,,1900-01-01 00:02:19.000,1900-01-01 00:21:48.800,1900-01-01 00:22:20.200,1900-01-01 00:22:58.100,1900-01-01 00:24:52.500,,,,,,
Falköpings MK,2023.0,161.0,Motion 40-49,505.0,Robert Fahlander,Hallsbergs MK,5.0,37:59.7,4:52.6,22:44.2,22:54.4,23:07.3,24:21.2,,,,,,,1900-01-01 00:04:52.600,1900-01-01 00:22:44.200,1900-01-01 00:22:54.400,1900-01-01 00:23:07.300,1900-01-01 00:24:21.200,,,,,,
Falköpings MK,2023.0,162.0,Motion 40-49,5711.0,Johan Ask,FMCK Strängnäs,5.0,00:33.2,4:52.1,22:46.2,22:41.3,34:58.8,35:14.6,,,,,,,1900-01-01 00:04:52.100,1900-01-01 00:22:46.200,1900-01-01 00:22:41.300,1900-01-01 00:34:58.800,1900-01-01 00:35:14.600,,,,,,
Falköpings MK,2023.0,163.0,Motion 50-59,694.0,Krister Andersson,Mariestads EK,5.0,00:37.1,6:15.7,25:54.3,26:02.9,32:56.1,29:27.9,,,,,,,1900-01-01 00:06:15.700,1900-01-01 00:25:54.300,1900-01-01 00:26:02.900,1900-01-01 00:32:56.100,1900-01-01 00:29:27.900,,,,,,
Falköpings MK,2023.0,164.0,Motion 50-59,6068.0,Ronnie Femerström,SMK Kolmården,5.0,00:43.9,6:25.3,28:56.7,27:47.0,28:09.1,29:25.5,,,,,,,1900-01-01 00:06:25.300,1900-01-01 00:28:56.700,1900-01-01 00:27:47.000,1900-01-01 00:28:09.100,1900-01-01 00:29:25.500,,,,,,
Falköpings MK,2023.0,165.0,Motion 50-59,6006.0,Carl Christoffer Bruenech,Flittig,5.0,00:44.6,6:36.6,30:28.3,26:16.3,28:22.8,29:00.4,,,,,,,1900-01-01 00:06:36.600,1900-01-01 00:30:28.300,1900-01-01 00:26:16.300,1900-01-01 00:28:22.800,1900-01-01 00:29:00.400,,,,,,
Falköpings MK,2023.0,166.0,Motion 50-59,644.0,Jan Mikkola,FMCK Falun,5.0,01:28.9,6:37.6,27:25.4,25:49.5,28:15.7,33:20.7,,,,,,,1900-01-01 00:06:37.600,1900-01-01 00:27:25.400,1900-01-01 00:25:49.500,1900-01-01 00:28:15.700,1900-01-01 00:33:20.700,,,,,,
Falköpings MK,2023.0,167.0,Motion 40-49,544.0,Johan Törnqvist,FMCK Skövde,5.0,02:15.7,5:07.3,30:56.9,28:12.6,29:34.2,28:24.5,,,,,,,1900-01-01 00:05:07.300,1900-01-01 00:30:56.900,1900-01-01 00:28:12.600,1900-01-01 00:29:34.200,1900-01-01 00:28:24.500,,,,,,
Falköpings MK,2023.0,168.0,Motion 30-39,429.0,Rasmus Engelmann,Botkyrka MK,5.0,13:58.6,3:47.8,37:57.9,27:13.1,31:01.7,33:58.0,,,,,,,1900-01-01 00:03:47.800,1900-01-01 00:37:57.900,1900-01-01 00:27:13.100,1900-01-01 00:31:01.700,1900-01-01 00:33:58.000,,,,,,
Falköpings MK,2023.0,169.0,Motion 16-29,327.0,Johan Saeland,Kullings MS,5.0,16:49.2,2:54.5,32:53.2,30:47.8,34:26.1,35:47.3,,,,,,,1900-01-01 00:02:54.500,1900-01-01 00:32:53.200,1900-01-01 00:30:47.800,1900-01-01 00:34:26.100,1900-01-01 00:35:47.300,,,,,,
Falköpings MK,2023.0,170.0,Motion Dam,812.0,Christina Flinge Björsner,SMK Motala MC-Klubb,5.0,18:02.2,7:48.0,36:48.5,32:47.0,29:41.9,30:56.7,,,,,,,1900-01-01 00:07:48.000,1900-01-01 00:36:48.500,1900-01-01 00:32:47.000,1900-01-01 00:29:41.900,1900-01-01 00:30:56.700,,,,,,
