Plats,År,Plac,Klass,#,Namn,Klubb,Varv,Tid,Varv 1,Varv 2,Varv 3,Varv 4,Varv 5,Varv 6,Varv 7,Varv 8,Varv 9,Varv 10,Varv 11,Varv 1_Datetime,Varv 2_Datetime,Varv 3_Datetime,Varv 4_Datetime,Varv 5_Datetime,Varv 6_Datetime,Varv 7_Datetime,Varv 8_Datetime,Varv 9_Datetime,Varv 10_Datetime,Varv 11_Datetime
FMK Skövde,2023.0,90.0,Motion -39,543.0,Axel Gustafsson,Lidköpings MCK,4.0,06:23.5,19:35.8,17:21.0,14:40.1,14:46.5,,,,,,,,1900-01-01 00:19:35.800,1900-01-01 00:17:21.000,1900-01-01 00:14:40.100,1900-01-01 00:14:46.500,,,,,,,
FMK Skövde,2023.0,91.0,Motion 40-49,950.0,Johan Elfving,Ulricehamns MK,4.0,06:39.2,17:58.3,17:21.3,14:58.4,16:21.1,,,,,,,,1900-01-01 00:17:58.300,1900-01-01 00:17:21.300,1900-01-01 00:14:58.400,1900-01-01 00:16:21.100,,,,,,,
FMK Skövde,2023.0,92.0,Motion -39,550.0,Eric Gustafsson,SMK Vingåker,4.0,06:42.4,17:49.0,16:35.8,16:51.1,15:26.4,,,,,,,,1900-01-01 00:17:49.000,1900-01-01 00:16:35.800,1900-01-01 00:16:51.100,1900-01-01 00:15:26.400,,,,,,,
FMK Skövde,2023.0,93.0,Motion -39,544.0,Anton Isaksson,Götene MK,4.0,06:44.4,19:31.2,17:16.7,14:46.9,15:09.5,,,,,,,,1900-01-01 00:19:31.200,1900-01-01 00:17:16.700,1900-01-01 00:14:46.900,1900-01-01 00:15:09.500,,,,,,,
FMK Skövde,2023.0,94.0,Motion 40-49,963.0,Ronny Larsen,Flittig MX/ATV,4.0,06:50.0,18:38.4,17:16.0,15:28.2,15:27.3,,,,,,,,1900-01-01 00:18:38.400,1900-01-01 00:17:16.000,1900-01-01 00:15:28.200,1900-01-01 00:15:27.300,,,,,,,
FMK Skövde,2023.0,95.0,Ungdom E1,112.0,Edvin Kindgren,SMK Eksjö,4.0,06:57.0,19:02.5,17:48.3,15:18.2,14:47.9,,,,,,,,1900-01-01 00:19:02.500,1900-01-01 00:17:48.300,1900-01-01 00:15:18.200,1900-01-01 00:14:47.900,,,,,,,
FMK Skövde,2023.0,96.0,Motion -39,510.0,Simon Öberg,Norrahammars MK,4.0,07:03.5,19:12.9,17:20.7,14:49.9,15:39.9,,,,,,,,1900-01-01 00:19:12.900,1900-01-01 00:17:20.700,1900-01-01 00:14:49.900,1900-01-01 00:15:39.900,,,,,,,
FMK Skövde,2023.0,97.0,Motion 40-49,955.0,Henrik Nilsson,Mariestads EK,4.0,07:25.1,19:08.0,16:40.1,14:54.3,16:42.6,,,,,,,,1900-01-01 00:19:08.000,1900-01-01 00:16:40.100,1900-01-01 00:14:54.300,1900-01-01 00:16:42.600,,,,,,,
FMK Skövde,2023.0,98.0,Motion -39,545.0,Grim Fallenius,Götene MK,4.0,07:28.9,19:06.0,16:53.5,15:58.2,15:31.0,,,,,,,,1900-01-01 00:19:06.000,1900-01-01 00:16:53.500,1900-01-01 00:15:58.200,1900-01-01 00:15:31.000,,,,,,,
FMK Skövde,2023.0,99.0,Motion -39,598.0,Aron Goes,Kortedala MK,4.0,07:30.1,18:17.5,17:46.8,16:00.5,15:25.2,,,,,,,,1900-01-01 00:18:17.500,1900-01-01 00:17:46.800,1900-01-01 00:16:00.500,1900-01-01 00:15:25.200,,,,,,,
FMK Skövde,2023.0,100.0,Motion -39,517.0,Simon Gustafsson,Älvbygdens MK,4.0,07:40.7,18:37.6,17:55.8,16:00.3,15:06.8,,,,,,,,1900-01-01 00:18:37.600,1900-01-01 00:17:55.800,1900-01-01 00:16:00.300,1900-01-01 00:15:06.800,,,,,,,
FMK Skövde,2023.0,101.0,Motion 40-49,930.0,Jonas Lyttbacka,Örebro EK,4.0,07:42.9,18:39.9,17:20.8,15:48.6,15:53.4,,,,,,,,1900-01-01 00:18:39.900,1900-01-01 00:17:20.800,1900-01-01 00:15:48.600,1900-01-01 00:15:53.400,,,,,,,
FMK Skövde,2023.0,102.0,Motion -39,617.0,David Gustafsson,Försvarsmaktens EK,4.0,07:51.7,18:39.0,17:15.1,15:35.2,16:22.3,,,,,,,,1900-01-01 00:18:39.000,1900-01-01 00:17:15.100,1900-01-01 00:15:35.200,1900-01-01 00:16:22.300,,,,,,,
FMK Skövde,2023.0,103.0,Motion -39,502.0,Johan Svensson,Falköpings MK,4.0,07:56.4,18:22.9,16:49.5,15:48.6,16:55.2,,,,,,,,1900-01-01 00:18:22.900,1900-01-01 00:16:49.500,1900-01-01 00:15:48.600,1900-01-01 00:16:55.200,,,,,,,
FMK Skövde,2023.0,104.0,Motion -39,525.0,Hans Palm,Norrahammars MK,4.0,08:01.8,18:56.5,17:33.3,16:21.1,15:10.8,,,,,,,,1900-01-01 00:18:56.500,1900-01-01 00:17:33.300,1900-01-01 00:16:21.100,1900-01-01 00:15:10.800,,,,,,,
FMK Skövde,2023.0,105.0,Motion -39,529.0,Jacob Emilsson,Kristdala Motorsällskap,4.0,08:12.3,18:49.5,16:39.7,15:39.9,17:03.0,,,,,,,,1900-01-01 00:18:49.500,1900-01-01 00:16:39.700,1900-01-01 00:15:39.900,1900-01-01 00:17:03.000,,,,,,,
FMK Skövde,2023.0,106.0,Motion -39,669.0,Albin Johansson,Lidköpings MCK,4.0,08:12.5,20:08.5,16:44.8,15:07.6,16:11.5,,,,,,,,1900-01-01 00:20:08.500,1900-01-01 00:16:44.800,1900-01-01 00:15:07.600,1900-01-01 00:16:11.500,,,,,,,
FMK Skövde,2023.0,107.0,Motion 40-49,937.0,Henrik Olsson,Falköpings MK,4.0,08:26.0,19:05.5,17:37.1,15:54.0,15:49.4,,,,,,,,1900-01-01 00:19:05.500,1900-01-01 00:17:37.100,1900-01-01 00:15:54.000,1900-01-01 00:15:49.400,,,,,,,
FMK Skövde,2023.0,108.0,Motion 40-49,988.0,Martin Bonander,Stenungsunds MS,4.0,08:38.5,18:46.6,19:18.3,15:32.3,15:01.1,,,,,,,,1900-01-01 00:18:46.600,1900-01-01 00:19:18.300,1900-01-01 00:15:32.300,1900-01-01 00:15:01.100,,,,,,,
FMK Skövde,2023.0,109.0,Motion -39,667.0,Philip Baumgartner,Götene MK,4.0,08:56.6,19:54.9,16:42.2,16:22.4,15:56.9,,,,,,,,1900-01-01 00:19:54.900,1900-01-01 00:16:42.200,1900-01-01 00:16:22.400,1900-01-01 00:15:56.900,,,,,,,
FMK Skövde,2023.0,110.0,Motion 40-49,980.0,Niclas Sjökvist,FMCK Borås,4.0,08:59.4,18:23.5,17:07.9,17:07.4,16:20.4,,,,,,,,1900-01-01 00:18:23.500,1900-01-01 00:17:07.900,1900-01-01 00:17:07.400,1900-01-01 00:16:20.400,,,,,,,
FMK Skövde,2023.0,111.0,Motion 40-49,915.0,Martin Jonsson,Töreboda MK,4.0,09:17.3,19:47.7,17:08.9,16:34.0,15:46.6,,,,,,,,1900-01-01 00:19:47.700,1900-01-01 00:17:08.900,1900-01-01 00:16:34.000,1900-01-01 00:15:46.600,,,,,,,
FMK Skövde,2023.0,112.0,Motion 40-49,974.0,Ulric Karlsson,Tidaholms MK,4.0,09:29.4,19:22.3,17:49.7,16:09.0,16:08.3,,,,,,,,1900-01-01 00:19:22.300,1900-01-01 00:17:49.700,1900-01-01 00:16:09.000,1900-01-01 00:16:08.300,,,,,,,
FMK Skövde,2023.0,113.0,Motion 40-49,951.0,Jonas Eriksson,Mariestads EK,4.0,09:37.3,19:32.9,17:24.8,16:22.2,16:17.4,,,,,,,,1900-01-01 00:19:32.900,1900-01-01 00:17:24.800,1900-01-01 00:16:22.200,1900-01-01 00:16:17.400,,,,,,,
FMK Skövde,2023.0,114.0,Motion 40-49,938.0,Björn Jorlöv,Kullings MS,4.0,09:45.4,19:21.2,19:22.5,15:26.1,15:35.4,,,,,,,,1900-01-01 00:19:21.200,1900-01-01 00:19:22.500,1900-01-01 00:15:26.100,1900-01-01 00:15:35.400,,,,,,,
FMK Skövde,2023.0,115.0,Motion 40-49,912.0,Peter Berggren,BMK Uddevalla,4.0,10:11.6,19:02.1,17:39.3,16:32.1,16:58.0,,,,,,,,1900-01-01 00:19:02.100,1900-01-01 00:17:39.300,1900-01-01 00:16:32.100,1900-01-01 00:16:58.000,,,,,,,
FMK Skövde,2023.0,116.0,Motion -39,511.0,Oliver Wennerholm,FMCK Borås,4.0,10:19.5,18:48.1,20:40.9,15:10.6,15:39.8,,,,,,,,1900-01-01 00:18:48.100,1900-01-01 00:20:40.900,1900-01-01 00:15:10.600,1900-01-01 00:15:39.800,,,,,,,
FMK Skövde,2023.0,117.0,Motion -39,699.0,Anton Johansson,FMCK Borås,4.0,10:20.8,18:14.0,17:32.6,16:13.7,18:20.3,,,,,,,,1900-01-01 00:18:14.000,1900-01-01 00:17:32.600,1900-01-01 00:16:13.700,1900-01-01 00:18:20.300,,,,,,,
FMK Skövde,2023.0,118.0,Motion -39,534.0,Richard Mickelsson,Tibro MK,4.0,10:33.2,18:50.1,18:14.1,16:34.4,16:54.5,,,,,,,,1900-01-01 00:18:50.100,1900-01-01 00:18:14.100,1900-01-01 00:16:34.400,1900-01-01 00:16:54.500,,,,,,,
FMK Skövde,2023.0,119.0,Motion -39,523.0,Rasmus Bengt Olof Malmborg,Björkö EK,4.0,10:46.9,19:11.6,18:01.3,14:51.5,18:42.3,,,,,,,,1900-01-01 00:19:11.600,1900-01-01 00:18:01.300,1900-01-01 00:14:51.500,1900-01-01 00:18:42.300,,,,,,,
FMK Skövde,2023.0,120.0,Motion 40-49,956.0,Tommy Jonsson,Mariestads EK,4.0,11:12.6,21:16.5,18:09.6,16:14.9,15:31.5,,,,,,,,1900-01-01 00:21:16.500,1900-01-01 00:18:09.600,1900-01-01 00:16:14.900,1900-01-01 00:15:31.500,,,,,,,
FMK Skövde,2023.0,121.0,Motion 40-49,919.0,Robert Ahlin,Falköpings MK,4.0,12:21.4,19:50.1,19:52.1,15:41.1,16:57.9,,,,,,,,1900-01-01 00:19:50.100,1900-01-01 00:19:52.100,1900-01-01 00:15:41.100,1900-01-01 00:16:57.900,,,,,,,
FMK Skövde,2023.0,122.0,Motion -39,538.0,Rasmus Hansson,Skene MS,4.0,12:24.3,22:52.0,16:47.9,16:24.9,16:19.3,,,,,,,,1900-01-01 00:22:52.000,1900-01-01 00:16:47.900,1900-01-01 00:16:24.900,1900-01-01 00:16:19.300,,,,,,,
FMK Skövde,2023.0,123.0,Motion 40-49,975.0,Hannu Ylipekkala,Anderstorp RC,4.0,12:28.7,20:26.8,18:18.3,16:18.2,17:25.3,,,,,,,,1900-01-01 00:20:26.800,1900-01-01 00:18:18.300,1900-01-01 00:16:18.200,1900-01-01 00:17:25.300,,,,,,,
FMK Skövde,2023.0,124.0,Motion 40-49,983.0,Magnus Lilja,Älvbygdens MK,4.0,14:01.1,18:56.9,19:15.4,17:23.1,18:25.6,,,,,,,,1900-01-01 00:18:56.900,1900-01-01 00:19:15.400,1900-01-01 00:17:23.100,1900-01-01 00:18:25.600,,,,,,,
FMK Skövde,2023.0,125.0,Motion 40-49,906.0,Anders Billestedt Andersson,Stenungsunds MS,4.0,14:08.0,19:14.3,20:09.6,17:42.6,17:01.3,,,,,,,,1900-01-01 00:19:14.300,1900-01-01 00:20:09.600,1900-01-01 00:17:42.600,1900-01-01 00:17:01.300,,,,,,,
FMK Skövde,2023.0,126.0,Motion -39,508.0,Maria Thomsen,FMCK Borås,4.0,14:09.3,19:52.8,18:59.9,17:44.5,17:32.0,,,,,,,,1900-01-01 00:19:52.800,1900-01-01 00:18:59.900,1900-01-01 00:17:44.500,1900-01-01 00:17:32.000,,,,,,,
FMK Skövde,2023.0,127.0,Motion -39,549.0,Rasmus Levén,Bodafors MK,4.0,14:52.0,19:02.3,19:28.3,18:06.9,18:14.4,,,,,,,,1900-01-01 00:19:02.300,1900-01-01 00:19:28.300,1900-01-01 00:18:06.900,1900-01-01 00:18:14.400,,,,,,,
FMK Skövde,2023.0,128.0,Ungdom E1,125.0,Wiggo Hansson,Tidaholms MK,4.0,15:21.1,21:50.5,16:02.2,18:28.2,19:00.1,,,,,,,,1900-01-01 00:21:50.500,1900-01-01 00:16:02.200,1900-01-01 00:18:28.200,1900-01-01 00:19:00.100,,,,,,,
FMK Skövde,2023.0,129.0,Motion 40-49,999.0,Johan Törnqvist,FMCK Skövde,4.0,15:25.3,21:10.0,18:26.3,18:08.8,17:40.1,,,,,,,,1900-01-01 00:21:10.000,1900-01-01 00:18:26.300,1900-01-01 00:18:08.800,1900-01-01 00:17:40.100,,,,,,,
FMK Skövde,2023.0,130.0,Ungdom E1,111.0,Anton Andersson,Norrahammars MK,4.0,17:38.2,24:41.5,19:24.5,16:05.4,17:26.8,,,,,,,,1900-01-01 00:24:41.500,1900-01-01 00:19:24.500,1900-01-01 00:16:05.400,1900-01-01 00:17:26.800,,,,,,,
FMK Skövde,2023.0,131.0,Motion 40-49,914.0,Emil Kårlin,Lilla Edets MCK,4.0,17:41.6,20:11.2,19:50.4,19:29.2,18:10.7,,,,,,,,1900-01-01 00:20:11.200,1900-01-01 00:19:50.400,1900-01-01 00:19:29.200,1900-01-01 00:18:10.700,,,,,,,
FMK Skövde,2023.0,132.0,Motion 40-49,954.0,Christian Appelgren,Stenungsunds MS,4.0,18:25.3,19:03.0,18:40.5,20:28.4,20:13.2,,,,,,,,1900-01-01 00:19:03.000,1900-01-01 00:18:40.500,1900-01-01 00:20:28.400,1900-01-01 00:20:13.200,,,,,,,
FMK Skövde,2023.0,133.0,Ungdom E1,115.0,Simon Rutgersson,Stenungsunds MS,4.0,19:42.9,23:28.0,20:28.9,18:13.3,17:32.6,,,,,,,,1900-01-01 00:23:28.000,1900-01-01 00:20:28.900,1900-01-01 00:18:13.300,1900-01-01 00:17:32.600,,,,,,,
FMK Skövde,2023.0,134.0,Motion -39,503.0,Rickard Forsberg,Mariestads EK,4.0,27:00.3,26:38.3,21:21.3,18:49.4,20:11.1,,,,,,,,1900-01-01 00:26:38.300,1900-01-01 00:21:21.300,1900-01-01 00:18:49.400,1900-01-01 00:20:11.100,,,,,,,
FMK Skövde,2023.0,135.0,Ungdom E1,124.0,Sam Aronsson,Töreboda MK,4.0,29:33.2,29:25.3,20:21.6,20:26.8,19:19.4,,,,,,,,1900-01-01 00:29:25.300,1900-01-01 00:20:21.600,1900-01-01 00:20:26.800,1900-01-01 00:19:19.400,,,,,,,
FMK Skövde,2023.0,136.0,Motion 40-49,902.0,Andreas Sandberg,FMCK Borås,4.0,34:33.1,25:07.5,22:55.5,20:51.4,25:38.5,,,,,,,,1900-01-01 00:25:07.500,1900-01-01 00:22:55.500,1900-01-01 00:20:51.400,1900-01-01 00:25:38.500,,,,,,,
FMK Skövde,2023.0,137.0,Motion -39,594.0,OkAnton Torgin,Donkelo RK,3.0,03:57.6,25:16.2,20:08.0,18:33.2,,,,,,,,,1900-01-01 00:25:16.200,1900-01-01 00:20:08.000,1900-01-01 00:18:33.200,,,,,,,,
FMK Skövde,2023.0,138.0,Motion -39,590.0,Tobias Hagelin,FMCK Borås,3.0,06:19.0,23:55.7,21:47.2,20:35.9,,,,,,,,,1900-01-01 00:23:55.700,1900-01-01 00:21:47.200,1900-01-01 00:20:35.900,,,,,,,,
FMK Skövde,2023.0,139.0,Motion 40-49,920.0,Christoffer Johnsson,Hisingens MK,2.0,37:06.5,18:23.3,18:43.1,,,,,,,,,,1900-01-01 00:18:23.300,1900-01-01 00:18:43.100,,,,,,,,,
FMK Skövde,2023.0,140.0,Motion -39,532.0,OKJohan Lindgren,Tranemo MK,2.0,40:20.8,19:55.1,20:25.7,,,,,,,,,,1900-01-01 00:19:55.100,1900-01-01 00:20:25.700,,,,,,,,,
FMK Skövde,2023.0,141.0,Motion -39,631.0,Dennis Olesen,Kullings MS,1.0,17:36.8,17:36.8,,,,,,,,,,,1900-01-01 00:17:36.800,,,,,,,,,,
FMK Skövde,2023.0,142.0,Motion -39,610.0,David Hörberg,Försvarsmaktens EK,1.0,18:20.9,18:20.9,,,,,,,,,,,1900-01-01 00:18:20.900,,,,,,,,,,
FMK Skövde,2023.0,143.0,Ungdom E1,198.0,Jacob Stacke,SMK Värnamo,1.0,22:25.7,22:25.7,,,,,,,,,,,1900-01-01 00:22:25.700,,,,,,,,,,
FMK Skövde,2023.0,144.0,Motion -39,632.0,Viktor Hultman,Mariestads EK,0.0,00:00.0,,,,,,,,,,,,,,,,,,,,,,
FMK Skövde,2023.0,1.0,Motion 16-29,347.0,Melvin Blom,Försvarsmaktens EK,6.0,08:09.6,16:30.2,21:49.2,23:20.8,21:58.8,22:00.6,22:29.7,,,,,,1900-01-01 00:16:30.200,1900-01-01 00:21:49.200,1900-01-01 00:23:20.800,1900-01-01 00:21:58.800,1900-01-01 00:22:00.600,1900-01-01 00:22:29.700,,,,,
FMK Skövde,2023.0,2.0,Motion 16-29,301.0,Tobias Häll,SMK Östgöta,6.0,08:13.2,16:36.6,22:28.9,22:28.6,22:25.6,22:00.4,22:13.0,,,,,,1900-01-01 00:16:36.600,1900-01-01 00:22:28.900,1900-01-01 00:22:28.600,1900-01-01 00:22:25.600,1900-01-01 00:22:00.400,1900-01-01 00:22:13.000,,,,,
FMK Skövde,2023.0,3.0,Motion 16-29,316.0,Max Wennerlund,Tranås MS,6.0,08:34.6,16:35.4,22:39.0,22:00.1,22:18.2,22:27.9,22:33.8,,,,,,1900-01-01 00:16:35.400,1900-01-01 00:22:39.000,1900-01-01 00:22:00.100,1900-01-01 00:22:18.200,1900-01-01 00:22:27.900,1900-01-01 00:22:33.800,,,,,
FMK Skövde,2023.0,4.0,Motion 16-29,322.0,Oskar Geidby,MK Nitro,6.0,09:44.9,17:21.1,21:58.9,21:47.6,22:56.8,22:25.0,23:15.2,,,,,,1900-01-01 00:17:21.100,1900-01-01 00:21:58.900,1900-01-01 00:21:47.600,1900-01-01 00:22:56.800,1900-01-01 00:22:25.000,1900-01-01 00:23:15.200,,,,,
FMK Skövde,2023.0,5.0,Motion 16-29,366.0,Tobias Karlén,Götene MK,6.0,10:52.1,17:20.5,23:49.2,21:45.9,21:55.0,22:55.2,23:06.1,,,,,,1900-01-01 00:17:20.500,1900-01-01 00:23:49.200,1900-01-01 00:21:45.900,1900-01-01 00:21:55.000,1900-01-01 00:22:55.200,1900-01-01 00:23:06.100,,,,,
FMK Skövde,2023.0,6.0,Motion 30-39,412.0,Joakim Wicksell,SMK Uppsala,6.0,11:37.8,18:29.9,22:11.8,22:37.6,22:19.5,22:52.0,23:06.9,,,,,,1900-01-01 00:18:29.900,1900-01-01 00:22:11.800,1900-01-01 00:22:37.600,1900-01-01 00:22:19.500,1900-01-01 00:22:52.000,1900-01-01 00:23:06.900,,,,,
FMK Skövde,2023.0,7.0,Motion 16-29,356.0,Andreas Josefsson,Falköpings MK,6.0,12:13.3,17:14.4,22:34.1,22:14.0,22:34.0,23:35.6,24:00.9,,,,,,1900-01-01 00:17:14.400,1900-01-01 00:22:34.100,1900-01-01 00:22:14.000,1900-01-01 00:22:34.000,1900-01-01 00:23:35.600,1900-01-01 00:24:00.900,,,,,
FMK Skövde,2023.0,8.0,Motion 16-29,324.0,Pontus Olofsson,SMK Dala Falun,6.0,12:59.7,17:56.5,23:08.4,23:19.7,22:31.9,22:57.9,23:05.1,,,,,,1900-01-01 00:17:56.500,1900-01-01 00:23:08.400,1900-01-01 00:23:19.700,1900-01-01 00:22:31.900,1900-01-01 00:22:57.900,1900-01-01 00:23:05.100,,,,,
FMK Skövde,2023.0,9.0,Motion 16-29,360.0,Hampus Östensson,Hallsbergs MK,6.0,13:08.3,17:01.9,23:00.7,22:39.5,22:50.1,23:27.8,24:08.0,,,,,,1900-01-01 00:17:01.900,1900-01-01 00:23:00.700,1900-01-01 00:22:39.500,1900-01-01 00:22:50.100,1900-01-01 00:23:27.800,1900-01-01 00:24:08.000,,,,,
FMK Skövde,2023.0,10.0,Motion 30-39,442.0,Jens Selling,Mockfjärd MK,6.0,13:32.3,18:43.9,23:01.0,22:37.8,22:29.9,23:10.6,23:28.8,,,,,,1900-01-01 00:18:43.900,1900-01-01 00:23:01.000,1900-01-01 00:22:37.800,1900-01-01 00:22:29.900,1900-01-01 00:23:10.600,1900-01-01 00:23:28.800,,,,,
FMK Skövde,2023.0,11.0,Motion 16-29,306.0,Philip Andersson,Haninge MK,6.0,14:06.9,16:19.0,22:51.5,23:58.1,23:20.3,23:55.4,23:42.3,,,,,,1900-01-01 00:16:19.000,1900-01-01 00:22:51.500,1900-01-01 00:23:58.100,1900-01-01 00:23:20.300,1900-01-01 00:23:55.400,1900-01-01 00:23:42.300,,,,,
FMK Skövde,2023.0,12.0,Motion 16-29,368.0,Hugo Dahlberg,Norsjö MS,6.0,14:27.6,17:17.6,23:21.7,23:05.8,24:25.5,23:13.6,23:03.3,,,,,,1900-01-01 00:17:17.600,1900-01-01 00:23:21.700,1900-01-01 00:23:05.800,1900-01-01 00:24:25.500,1900-01-01 00:23:13.600,1900-01-01 00:23:03.300,,,,,
FMK Skövde,2023.0,13.0,Motion 16-29,326.0,Simon Jonsson,Vrigstad MK,6.0,14:37.8,17:00.1,22:22.4,24:05.3,23:10.3,23:53.4,24:06.2,,,,,,1900-01-01 00:17:00.100,1900-01-01 00:22:22.400,1900-01-01 00:24:05.300,1900-01-01 00:23:10.300,1900-01-01 00:23:53.400,1900-01-01 00:24:06.200,,,,,
FMK Skövde,2023.0,14.0,Motion 50-59,6711.0,Krister Thorell,SMK Gävle,6.0,14:50.0,22:40.8,22:36.7,21:54.6,22:05.7,22:30.2,23:01.8,,,,,,1900-01-01 00:22:40.800,1900-01-01 00:22:36.700,1900-01-01 00:21:54.600,1900-01-01 00:22:05.700,1900-01-01 00:22:30.200,1900-01-01 00:23:01.800,,,,,
FMK Skövde,2023.0,15.0,Motion 30-39,446.0,Joakim Svensson,Linköpings MS,6.0,15:00.4,19:06.2,23:19.7,23:18.0,23:06.1,23:24.5,22:45.6,,,,,,1900-01-01 00:19:06.200,1900-01-01 00:23:19.700,1900-01-01 00:23:18.000,1900-01-01 00:23:06.100,1900-01-01 00:23:24.500,1900-01-01 00:22:45.600,,,,,
FMK Skövde,2023.0,16.0,Motion 30-39,450.0,Hampus Söderblom,Hedesunda CK,6.0,15:17.7,20:11.0,23:55.8,22:36.8,22:48.4,22:46.1,22:59.3,,,,,,1900-01-01 00:20:11.000,1900-01-01 00:23:55.800,1900-01-01 00:22:36.800,1900-01-01 00:22:48.400,1900-01-01 00:22:46.100,1900-01-01 00:22:59.300,,,,,
FMK Skövde,2023.0,17.0,Motion 40-49,517.0,Ronnie Andersson,Arlanda MC,6.0,16:22.6,20:56.7,23:17.1,22:41.8,22:59.0,23:06.0,23:21.9,,,,,,1900-01-01 00:20:56.700,1900-01-01 00:23:17.100,1900-01-01 00:22:41.800,1900-01-01 00:22:59.000,1900-01-01 00:23:06.000,1900-01-01 00:23:21.900,,,,,
FMK Skövde,2023.0,18.0,Motion 16-29,312.0,Oskar Hultgren,Gotland Enduro Cross MS,6.0,16:27.4,17:39.6,23:27.8,23:26.3,23:17.3,24:34.8,24:01.4,,,,,,1900-01-01 00:17:39.600,1900-01-01 00:23:27.800,1900-01-01 00:23:26.300,1900-01-01 00:23:17.300,1900-01-01 00:24:34.800,1900-01-01 00:24:01.400,,,,,
FMK Skövde,2023.0,19.0,Motion 30-39,4127.0,Henrik Gustafsson,Karlskoga EK,6.0,16:33.9,19:12.6,23:32.1,23:15.7,23:46.3,23:03.1,23:43.7,,,,,,1900-01-01 00:19:12.600,1900-01-01 00:23:32.100,1900-01-01 00:23:15.700,1900-01-01 00:23:46.300,1900-01-01 00:23:03.100,1900-01-01 00:23:43.700,,,,,
FMK Skövde,2023.0,20.0,Motion 16-29,329.0,Oscar Olsson,Östhammars MK,6.0,16:38.4,15:22.9,32:02.0,21:53.0,22:29.7,22:24.4,22:26.0,,,,,,1900-01-01 00:15:22.900,1900-01-01 00:32:02.000,1900-01-01 00:21:53.000,1900-01-01 00:22:29.700,1900-01-01 00:22:24.400,1900-01-01 00:22:26.000,,,,,
FMK Skövde,2023.0,21.0,Motion 16-29,365.0,Dennis Sahlin,Hudiksvalls MCK,6.0,17:13.1,18:14.0,23:42.7,24:10.1,23:17.7,23:33.5,24:14.9,,,,,,1900-01-01 00:18:14.000,1900-01-01 00:23:42.700,1900-01-01 00:24:10.100,1900-01-01 00:23:17.700,1900-01-01 00:23:33.500,1900-01-01 00:24:14.900,,,,,
FMK Skövde,2023.0,22.0,Motion 16-29,380.0,Gustav Malm,Hallsbergs MK,6.0,17:22.1,18:13.4,23:53.6,24:17.7,23:31.6,23:45.8,23:39.6,,,,,,1900-01-01 00:18:13.400,1900-01-01 00:23:53.600,1900-01-01 00:24:17.700,1900-01-01 00:23:31.600,1900-01-01 00:23:45.800,1900-01-01 00:23:39.600,,,,,
FMK Skövde,2023.0,23.0,Motion 30-39,409.0,Michael Danielsson,MK Team Treske,6.0,17:30.5,19:26.5,23:15.7,23:10.7,23:57.0,23:25.8,24:14.5,,,,,,1900-01-01 00:19:26.500,1900-01-01 00:23:15.700,1900-01-01 00:23:10.700,1900-01-01 00:23:57.000,1900-01-01 00:23:25.800,1900-01-01 00:24:14.500,,,,,
FMK Skövde,2023.0,24.0,Motion 16-29,370.0,Philip Gunnari,SMK Ockelbo,6.0,17:32.5,18:59.0,23:09.3,25:33.2,23:21.8,23:04.8,23:24.0,,,,,,1900-01-01 00:18:59.000,1900-01-01 00:23:09.300,1900-01-01 00:25:33.200,1900-01-01 00:23:21.800,1900-01-01 00:23:04.800,1900-01-01 00:23:24.000,,,,,
FMK Skövde,2023.0,25.0,Motion 40-49,5009.0,Christer Huss,Göta MS,6.0,17:56.8,22:30.0,23:48.9,23:10.7,22:27.0,22:23.8,23:36.2,,,,,,1900-01-01 00:22:30.000,1900-01-01 00:23:48.900,1900-01-01 00:23:10.700,1900-01-01 00:22:27.000,1900-01-01 00:22:23.800,1900-01-01 00:23:36.200,,,,,
FMK Skövde,2023.0,26.0,Motion 30-39,4066.0,Marcus Eriksson,SMK Trollhättan,6.0,17:57.6,20:03.3,24:01.0,23:06.5,23:16.1,23:33.2,23:57.3,,,,,,1900-01-01 00:20:03.300,1900-01-01 00:24:01.000,1900-01-01 00:23:06.500,1900-01-01 00:23:16.100,1900-01-01 00:23:33.200,1900-01-01 00:23:57.300,,,,,
FMK Skövde,2023.0,27.0,Motion 16-29,304.0,Simon Hopander Ankarhake,Nyköpings MS,6.0,19:28.1,18:24.3,23:57.3,23:42.1,26:18.8,23:16.9,23:48.3,,,,,,1900-01-01 00:18:24.300,1900-01-01 00:23:57.300,1900-01-01 00:23:42.100,1900-01-01 00:26:18.800,1900-01-01 00:23:16.900,1900-01-01 00:23:48.300,,,,,
FMK Skövde,2023.0,28.0,Motion 30-39,435.0,Linus Kjellström,Götene MK,6.0,20:02.2,20:04.2,24:40.6,24:04.6,23:59.4,23:46.6,23:26.6,,,,,,1900-01-01 00:20:04.200,1900-01-01 00:24:40.600,1900-01-01 00:24:04.600,1900-01-01 00:23:59.400,1900-01-01 00:23:46.600,1900-01-01 00:23:26.600,,,,,
FMK Skövde,2023.0,29.0,Motion 40-49,577.0,Mikael Sengoltz,Wäxjö MS,6.0,20:16.1,21:29.7,23:44.9,23:43.0,24:02.8,23:43.2,23:32.2,,,,,,1900-01-01 00:21:29.700,1900-01-01 00:23:44.900,1900-01-01 00:23:43.000,1900-01-01 00:24:02.800,1900-01-01 00:23:43.200,1900-01-01 00:23:32.200,,,,,
